Date,Close
2023-05-06,105.96865109312914
2023-05-07,105.67166036518955
2023-05-08,105.71827386728768
2023-05-09,106.04249251207122
2023-05-10,104.53065817911643
2023-05-11,105.31740135823722
2023-05-12,105.62406912127905
2023-05-13,108.2867355897223
2023-05-14,110.12915876110178
2023-05-15,109.71390435425312
2023-05-16,107.26269774173915
2023-05-17,107.95394093345752
2023-05-18,108.32624933141594
2023-05-19,108.27845976689342
2023-05-20,108.75843953963005
2023-05-21,108.75627146947775
2023-05-22,109.78841300000582
2023-05-23,110.25737315227431
2023-05-24,112.06742243575057
2023-05-25,112.19682169005338
2023-05-26,111.24663139265829
2023-05-27,111.31776287659545
2023-05-28,111.44016057363774
2023-05-29,111.83044937712005
2023-05-30,112.29648750146677
2023-05-31,112.60253437790148
2023-06-01,111.26370346687747
2023-06-02,110.02974167480512
2023-06-03,109.64877304719455
2023-06-04,110.22550911205731
2023-06-05,109.69105530443825
2023-06-06,110.60637217247722
2023-06-07,110.17977469194588
2023-06-08,111.21698826461459
2023-06-09,108.34538968929189
2023-06-10,109.35821072849534
2023-06-11,108.71394076834913
2023-06-12,110.04438501184275
2023-06-13,108.26702131595906
2023-06-14,107.37368230286545
2023-06-15,106.33743170162327
2023-06-16,104.77549996629035
2023-06-17,104.16425498564658
2023-06-18,104.86940312397572
2023-06-19,104.5761096879416
2023-06-20,105.2141614553233
2023-06-21,105.87776825988175
2023-06-22,106.01925629472422
2023-06-23,107.40245933964233
2023-06-24,109.05489402423333
2023-06-25,109.50177174090727
2023-06-26,109.56779152937419
2023-06-27,109.44372691651935
2023-06-28,110.5972285517224
2023-06-29,109.61734549215856
2023-06-30,108.71898239357661
2023-07-01,108.2338943608317
2023-07-02,107.85671621249809
2023-07-03,107.16513739178178
2023-07-04,109.1370022687107
2023-07-05,109.43372964599706
2023-07-06,110.23440786504325
2023-07-07,111.45139767257513
2023-07-08,111.53856943469219
2023-07-09,111.62408200381168
2023-07-10,111.41074648533655
2023-07-11,111.91901471820168
2023-07-12,110.99320008044796
2023-07-13,110.66495263531908
2023-07-14,111.10791149733237
2023-07-15,110.17882874623045
2023-07-16,109.24036370505048
2023-07-17,110.7409036026238
2023-07-18,111.70512372256071
2023-07-19,109.6145196368126
2023-07-20,110.09849491023262
2023-07-21,108.6745324779727
2023-07-22,109.89295750012081
2023-07-23,108.79630970866401
2023-07-24,109.54800043061582
2023-07-25,108.56427835430722
2023-07-26,107.00968520980503
2023-07-27,106.84079510385945
2023-07-28,108.26804651626536
2023-07-29,106.72570259295249
2023-07-30,107.84543452311614
2023-07-31,106.94651717876987
2023-08-01,105.32348584515992
2023-08-02,105.20156725575553
2023-08-03,105.2036736841203
2023-08-04,102.84154899095923
2023-08-05,104.50923161173144
2023-08-06,104.08841440920904
2023-08-07,102.3881895500235
2023-08-08,102.78537852127471
2023-08-09,102.96772722997032
2023-08-10,102.15360270877994
2023-08-11,103.48309053122505
2023-08-12,105.24758222209942
2023-08-13,105.09145171361253
2023-08-14,105.21430368734437
2023-08-15,104.345845245912
2023-08-16,103.54353995093885
2023-08-17,103.2080534731235
2023-08-18,103.35505953539631
2023-08-19,103.09113847325688
2023-08-20,103.18504228147414
2023-08-21,103.41695234476924
2023-08-22,102.07105078551612
2023-08-23,101.69671832941371
2023-08-24,100.61672059096523
2023-08-25,100.06737035081014
2023-08-26,101.53328651815467
2023-08-27,102.95854403571734
2023-08-28,102.72040355908491
2023-08-29,102.86228890733953
2023-08-30,103.80353544726879
2023-08-31,103.14973889839794
2023-09-01,103.66169011441126
2023-09-02,105.31237220941871
2023-09-03,106.33265720414256
2023-09-04,106.39316391180976
2023-09-05,106.42656458910376
2023-09-06,106.34787506764565
2023-09-07,105.48353455606933
2023-09-08,105.02874623653176
2023-09-09,104.01712624501886
2023-09-10,104.63001416326726
2023-09-11,105.27815851241856
2023-09-12,103.53158651698138
2023-09-13,104.0686797962543
2023-09-14,102.3778563077268
2023-09-15,101.07185499133283
2023-09-16,101.93917523045349
2023-09-17,100.89140660726164
2023-09-18,100.27614675319333
2023-09-19,101.49516406931951
2023-09-20,103.10390186575336
2023-09-21,105.7876530647107
2023-09-22,105.97236945800634
2023-09-23,106.858837673255
2023-09-24,105.22305134020783
2023-09-25,105.10647304533934
2023-09-26,104.51291745050338
2023-09-27,105.28725530350529
2023-09-28,103.8564171129837
2023-09-29,105.19632988189896
2023-09-30,104.42516862324115
2023-10-01,103.53678800034879
2023-10-02,101.6868856465477
2023-10-03,102.48478679924901
2023-10-04,102.44436414566968
2023-10-05,102.2166674355173
2023-10-06,103.32636497240193
2023-10-07,102.5762458182466
2023-10-08,102.16642415888704
2023-10-09,100.81728773897476
2023-10-10,101.36196821101343
2023-10-11,100.73386310114032
2023-10-12,100.28669684333119
2023-10-13,100.26901245812775
2023-10-14,99.55244943151864
2023-10-15,98.96759577274977
2023-10-16,99.85557372722144
2023-10-17,99.0483033465823
2023-10-18,98.70729211381641
2023-10-19,97.79217531111928
2023-10-20,97.22617298135275
2023-10-21,97.11551416720671
2023-10-22,95.93586335401639
2023-10-23,95.7171961917633
2023-10-24,93.49004685363894
2023-10-25,94.0619617048382
2023-10-26,94.77630361110684
2023-10-27,95.00946959364529
2023-10-28,95.04350933877116
2023-10-29,94.1182535403216
2023-10-30,94.34710308677948
2023-10-31,93.49546777841509
2023-11-01,94.73714909643004
2023-11-02,94.77253802693075
2023-11-03,92.25177673514051
2023-11-04,94.39156987106506
2023-11-05,95.21531143567952
2023-11-06,95.98725320279652
2023-11-07,96.55909637503996
2023-11-08,95.33087189524822
2023-11-09,95.97740031003518
2023-11-10,95.96961612991903
2023-11-11,97.48433066168428
2023-11-12,97.78614774349175
2023-11-13,97.75784071783337
2023-11-14,97.89949935093072
2023-11-15,99.11484763368371
2023-11-16,98.96830742425844
2023-11-17,98.31604832163138
2023-11-18,98.90843219967827
2023-11-19,100.76740431012531
2023-11-20,101.65896760953247
2023-11-21,103.43743187429386
2023-11-22,104.02131908020694
2023-11-23,103.18867319937395
2023-11-24,103.4532115795231
2023-11-25,102.86251459815577
2023-11-26,102.64604529817991
2023-11-27,102.60306208937165
2023-11-28,103.52587843636783
2023-11-29,103.00330958933115
2023-11-30,103.59765159146173
2023-12-01,104.29566724375748
2023-12-02,105.78420484659074
2023-12-03,105.98189557099406
2023-12-04,105.06550382630971
2023-12-05,105.43400837415348
2023-12-06,106.01307701245568
2023-12-07,105.52013412210142
2023-12-08,103.30067267053876
2023-12-09,102.89612998303247
2023-12-10,102.08734289707431
2023-12-11,101.5879029006496
2023-12-12,99.97338713215419
2023-12-13,99.83272320831242
2023-12-14,99.99266299730198
2023-12-15,98.60996465880879
2023-12-16,100.84799605104193
2023-12-17,100.2823140582953
2023-12-18,99.30597970724529
2023-12-19,100.1222477361434
2023-12-20,101.0530290159637
2023-12-21,101.35948584469985
2023-12-22,100.13815503297052
2023-12-23,101.0090360621936
2023-12-24,99.7817886730535
2023-12-25,99.29475061021652
2023-12-26,98.73573605164977
2023-12-27,97.89823478958925
2023-12-28,98.22508301228828
2023-12-29,98.18135807108784
2023-12-30,97.74951299403924
2023-12-31,98.42788760392969
2024-01-01,97.82740906785963
2024-01-02,96.52695800771356
2024-01-03,96.43816310383562
2024-01-04,96.23334594105972
2024-01-05,96.20758037323336
2024-01-06,96.73687976503437
2024-01-07,98.32823913137781
2024-01-08,99.19054095683803
2024-01-09,100.5393860843663
2024-01-10,100.63955735016454
2024-01-11,100.48658542827256
2024-01-12,101.09544317642093
2024-01-13,100.0240141510143
2024-01-14,99.24815856252647
2024-01-15,98.55669891058024
2024-01-16,99.4273389668201
2024-01-17,98.34968569768637
2024-01-18,97.87147455222896
2024-01-19,97.47030216044999
2024-01-20,98.07934795178294
2024-01-21,96.97208737767644
2024-01-22,98.1152810558183
2024-01-23,98.52902859378788
2024-01-24,98.64900039641361
2024-01-25,98.23743100076771
2024-01-26,98.16487208002884
2024-01-27,98.21086767396326
2024-01-28,97.60033446603434
2024-01-29,96.90350824285285
2024-01-30,97.99072062999699
2024-01-31,99.46785513432131
